"","[0,10)","[10,12)","[12,14)","[14,16)","[16,18)","[18,20)","[20,21)","[21,22)","[22,23)","[23,24)","[24,25)","[25,26)","[26,27)","[27,28)","[28,29)","[29,30)","[30,31)","[31,32)","[32,33)","[33,34)","[34,35)","[35,36)","[36,37)","[37,38)","[38,39)","[39,40)","[40,41)","[41,42)","[42,44)","[44,46)","[46,48)","[48,50)","[50,52)","[52,54)","[54,56)","[56,58)","[58,60)","[60,200)","CVtotal"
"1991.1",0.305028093186633,0.352891351391458,0.401069300394421,0.286525065551024,0.0900723421367858,0.0333069859472115,0.0124905252891916,0.0193736059420517,0.0202661369134842,0.0236848155394551,0.0200676222930792,0.0229019650858554,0.0573043654249549,0.0699773021196047,0.158127364514252,0.243643583373401,0.26433245896448,0.366336372335702,0.403754505602671,0.466159690126857,0.623131470704708,0.594563486811672,0.635187069667252,0.635325906012014,0.588623135032478,0.482115979150624,0.441807609161181,0.529159762654414,0.894297589976622,0.767292609402541,0.968050929138506,1.12610563817558,0.776185827093156,0.780814572837286,0.590356219066366,0.347039126227972,0.357793478045527,1.10374465091287,0.0423373347635136
"1991.4",1.61787258251235,0.142695044314818,0.0685398493470847,0.0810574953984813,0.150714603772527,0.153165767816788,0.0935531971978667,0.116552444626146,0.131424869458405,0.245235392139635,0.264814422431837,0.342612160712555,0.419001652510968,0.454695395349017,0.595985669721634,0.60730048096392,0.550874589337654,0.465482285570608,0.405416858327047,0.330773551579838,0.273854045296765,0.213651712041965,0.124019113659354,0.135106094917125,0.13119557934671,0.139022708006958,0.163386171957557,0.147203111107658,0.322243342967054,0.376297259030473,0.39547175270555,0.461888864741107,0.184138047989891,0.195819425262791,0.122843812051682,0.0872706269255625,0.0908903396849904,0.316220750037106,0.101884200775514
"1992.1",0.960517028802205,1.34885125441795,0.830583000648267,0.302777313237219,0.186179146948912,0.135581767509881,0.0698048005207088,0.0933600396395216,0.0807663608404663,0.0851082666090989,0.0996993644303736,0.105091157860506,0.200027883471923,0.227993794855294,0.32596595289551,0.407453381251148,0.505784233573639,0.593815503269875,0.475315217713375,0.522335634163356,0.595092083344363,0.489364184715517,0.433139363065528,0.390448831957058,0.268296249167075,0.207836903854498,0.156815523167599,0.14492951656218,0.199392649575823,0.171481723955414,0.175424392589117,0.233160635392953,0.165237775267665,0.182350887265849,0.19021161969423,0.118203299612781,0.165282505651291,0.481641690558887,0.058917102597739
"1992.4",0.44999173766942,0.0523141731548314,0.0705641856347001,0.0492374127770771,0.349433684151347,0.924638200534933,1.04552593113115,2.67187302484521,3.25092835554711,6.36895535263717,5.97580319094603,5.53998159234549,4.12127285058403,4.21064234245557,4.58000494894641,2.73607745513672,2.01065799658772,0.924907306472431,0.564500383258661,0.500639197483363,0.390518900472817,0.291691250972026,0.343306142505883,0.368467759855482,0.560974910067666,0.758185959712715,0.545959631392399,0.662598429982387,1.44148827864416,1.03304405364976,0.827670903394853,1.11313461984084,0.352731828140784,0.318555643080024,0.182606983260263,0.0762314673529951,0.0743931576503627,0.394555408007091,0.202127008349522
"1993.1",0.356409280325871,0.335691077367653,0.125451912799451,0.0295897469258515,0.139873328833768,0.477157918907708,0.609031579103219,0.959453925164257,1.64766215861994,1.98825016592452,2.67082657788485,2.89045514803712,3.00896773827264,3.58719480265764,4.01243555960881,3.89039674410581,3.39985205183748,3.37420000331482,2.58103574354269,2.25911165371804,1.92986901194785,1.42030057663297,1.02015696955295,0.711845815629854,0.421099858180872,0.308586654686751,0.238269073927435,0.233539022704904,0.348197115888965,0.298266468819629,0.338358729868093,0.334642696956269,0.251937541615823,0.259908719382685,0.220644629172501,0.134114334142051,0.135718305673958,0.455141494484775,0.0416644193374562
"1993.4",1.07024390441852,0.24190288361503,0.418751421860783,0.320567648355961,0.443861650467847,0.691562533917233,0.474495001386989,0.362279158040058,0.820705564071667,0.988842380555912,1.03529384777558,1.09977374093715,0.987793667055342,1.4337513870781,1.71518699872525,2.00631585654355,1.74767315790466,2.27097435843244,1.90283418678901,2.13648600769688,3.12419507893574,2.68519902832583,3.32391264287233,3.39814796926445,3.82100206368456,3.60401820541846,3.30802763958052,3.45125293474561,5.52368123765623,3.35214906229543,3.3420018841635,2.29918566854265,1.05809847360249,0.875196838523659,0.536848920403298,0.285031011421274,0.355411094302559,0.776768156686556,0.0697547220238904
"1994.1",0.657702528250449,0.718345601546034,0.478265989632745,0.327875784248609,0.305746314084424,0.279097914466065,0.168144545485254,0.264322245721021,0.375591838970651,0.603766370699032,0.80423445327645,0.961572841439225,1.16445519204218,1.49091586872145,1.65283307583113,1.7401386599321,1.72401385460797,1.81783326246196,1.77101745095222,1.88995720936689,2.14012301182064,1.96600026351414,1.86352587079288,1.86218937604911,1.59053109350112,1.72901379203127,1.41746451398521,1.60769818496945,2.99538137683819,2.36514363161803,2.32374464444625,1.90187293128687,1.1262324631334,0.971742920872411,0.700329961934491,0.415251406854944,0.358997598193679,1.01624183819902,0.033595401438497
"1994.4",0.574692671552728,2.15638640593904,3.33827473416459,2.00818069713944,1.91872434257587,1.51767333757135,0.517811935965269,0.546082926090258,0.754415948231163,0.984623280406207,0.928427052736745,0.970882160603885,0.932593607936568,1.05104998347486,1.06758278835667,1.05371516178901,0.760194543331927,0.839073447347833,0.814743090004791,0.928248548554663,1.46090303212845,1.46538173653714,1.78835169884428,1.93554597189714,1.93665500626763,2.04163341519605,1.63895588353515,1.98501893311824,3.1890941763151,2.59468345591439,2.39331624780225,1.66539701464083,1.03449382246245,0.827394115720607,0.544606450327186,0.389151913318331,0.409663723220604,1.17403039816333,0.0628669807150058
"1995.1",0.496772060255414,0.560806064364091,1.32544766596505,1.95324505261255,2.35962625358806,2.21627193470817,1.08693782859441,1.16307013232179,1.12415347149196,1.09472015969967,1.25537491903718,1.19017558986798,1.31141034540975,1.65856987067298,2.08064488113704,2.24171630052326,2.10909946762477,2.1335390871253,2.00901262187549,1.92632468753962,1.60327635347496,1.39488482889138,1.09763460496653,0.942631903056918,0.992913493981105,0.973179361375692,0.832708355464718,1.03290724143725,2.16086398723993,2.1708527744757,2.16821764204213,2.02481372330226,1.22604737663538,1.14237999028219,0.765969897610062,0.384843049163824,0.487427996529611,1.48815943441613,0.0332636888657121
"1995.4",0.0333673377077013,0.028020491693704,0.0533231554741318,0.0563898804898909,0.207925997338882,1.21730925897583,1.13213149064469,1.69289573067125,2.33723209036302,3.22920859534736,3.48645323388184,3.5872261524329,3.72347138267782,3.36824917345767,4.14692234001716,3.85728989575733,3.15094123718453,3.20935212205446,2.78866895091427,2.67151599586959,2.68179867646545,2.5859577590276,2.16867380715994,2.06645757017503,2.39314092697684,2.28104757416595,2.29691366836253,3.9496708210266,5.82305101896534,5.25852236786835,6.05714459963687,4.6778316513025,2.4973499424253,2.17817016135409,1.49245170032126,0.875723452964298,0.732826805508331,2.61493630344259,0.0684850708535896
